2024-11-08 19:45:03.443 | INFO     | scripts.train_CUB:train_val:48 - config: {'seed': 60, 'm': 16, 'alpha': 1, 'beta': 1.0, 'beta2': 0.01, 'mome': 0.9, 'epoch_change': 9, 'sigma': 1.0, 'gamma': 20.0, 'lambda': 0.0001, 'mu': 1, 'nu': 1, 'eta': 55, 'dcc_iter': 10, 'optimizer': {'type': <class 'torch.optim.rmsprop.RMSprop'>, 'optim_param': {'lr': 1e-05, 'weight_decay': 1e-05}}, 'resize_size': 256, 'crop_size': 224, 'batch_size': 64, 'net': <class 'model.Net.MoCo'>, 'dataset': 'APTV99', 'without_BN': False, 'epoch': 1000, 'test_map': 3, 'stop_iter': 20, 'device': device(type='cuda'), 'n_gpu': 1, 'bit_list': [16, 32, 64], 'max_norm': 5.0, 'T': 0.001, 'resnet_url': '../../Pretrain/resnet50-19c8e357.pth', 'url': '../../Pretrain/moco_v2_800ep_pretrain.pth', 'txt_path': '../../data/glove/glove.6B.50d.txt', 'label_size': 100, 'update_center': False, 'topk': -1, 'n_class': 99, 'data_path': '../../data/APTV99-publish/', 'data': {'train_set': {'list_path': './data/APTV99/train.txt', 'batch_size': 64}, 'test_set': {'list_path': './data/APTV99/test.txt', 'batch_size': 64}, 'database': {'list_path': './data/APTV99/train.txt', 'batch_size': 64}}, 'order_seed': 80, 'center_path': './centerswithoutVar/CSQ_init_True_99_32.npy', 'CSQ_center': './CSQcenters/CSQ_99_32.npy', 'remarks': 'Ours', 'save_path': './results/APTV99/Ours', 'save_center': './results/APTV99/Ours/ours_32.npy', 'info': '[Ours]', 'loss_way': 'Ours', 'num_train': 6138}
2024-11-08 19:45:03.443 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 1/1000 19:45:03 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:45:23.922 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.03258216452862447, center loss: 3.1253160778433084, pair loss: 0
2024-11-08 19:45:23.924 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 2/1000 19:45:23 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:45:44.231 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.019994784495793283, center loss: 1.9171540942043066, pair loss: 0
2024-11-08 19:45:44.231 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 3/1000 19:45:44 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:46:04.703 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.015710567987601582, center loss: 1.506032387726009, pair loss: 0
2024-11-08 19:46:29.409 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 19:46:29.409 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 3/1000 19:45:44 bits: 32 dataset: APTV99 Best mAP: 0.842390634729093, current mAP: 0.842390634729093
2024-11-08 19:46:29.410 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 4/1000 19:46:29 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:46:49.868 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.013375083760668835, center loss: 1.281984164379537, pair loss: 0
2024-11-08 19:46:49.868 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 5/1000 19:46:49 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:47:10.229 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.01176659187573629, center loss: 1.1277069617062807, pair loss: 0
2024-11-08 19:47:10.229 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 6/1000 19:47:10 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:47:30.833 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.010627978200015301, center loss: 1.018527732230723, pair loss: 0
2024-11-08 19:47:55.092 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 19:47:55.092 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 6/1000 19:47:10 bits: 32 dataset: APTV99 Best mAP: 0.9433904747100759, current mAP: 0.9433904747100759
2024-11-08 19:47:55.092 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 7/1000 19:47:55 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:48:15.688 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.009930649093197038, center loss: 0.951684501953423, pair loss: 0
2024-11-08 19:48:15.689 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 8/1000 19:48:15 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:48:36.851 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.009338782295041407, center loss: 0.894951987080276, pair loss: 0
2024-11-08 19:48:36.851 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 9/1000 19:48:36 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:48:57.906 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.008858890175664177, center loss: 0.8489811727777123, pair loss: 0
2024-11-08 19:49:21.778 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 19:49:21.779 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 9/1000 19:48:36 bits: 32 dataset: APTV99 Best mAP: 0.9656500730657365, current mAP: 0.9656500730657365
2024-11-08 19:49:21.779 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 10/1000 19:49:21 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:49:42.644 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7181095487127701, center loss: 0.8411010345444083, pair loss: 68.09596288204193
2024-11-08 19:49:42.645 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 11/1000 19:49:42 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:50:03.500 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7129886529097954, center loss: 0.7968178149312735, pair loss: 67.6487637758255
2024-11-08 19:50:03.500 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 12/1000 19:50:03 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:50:24.288 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7108935459206501, center loss: 0.7796939234249294, pair loss: 67.46482390165329
2024-11-08 19:50:48.901 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 19:50:48.902 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 12/1000 19:50:03 bits: 32 dataset: APTV99 Best mAP: 0.971695480699596, current mAP: 0.971695480699596
2024-11-08 19:50:48.902 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 13/1000 19:50:48 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:51:09.586 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7091435082256794, center loss: 0.7586887474171817, pair loss: 67.31789100170135
2024-11-08 19:51:09.586 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 14/1000 19:51:09 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:51:30.141 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7080569360405207, center loss: 0.74675661791116, pair loss: 67.22555285692215
2024-11-08 19:51:30.141 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 15/1000 19:51:30 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:51:51.149 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7072541595747074, center loss: 0.736994072329253, pair loss: 67.15829187631607
2024-11-08 19:52:15.821 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 19:52:15.821 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 15/1000 19:51:30 bits: 32 dataset: APTV99 Best mAP: 0.9771889029279507, current mAP: 0.9771889029279507
2024-11-08 19:52:15.821 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 16/1000 19:52:15 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:52:37.746 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7064972147345543, center loss: 0.7281877780333161, pair loss: 67.09446889162064
2024-11-08 19:52:37.746 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 17/1000 19:52:37 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:52:58.238 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7058714057008425, center loss: 0.7207429651170969, pair loss: 67.04187369346619
2024-11-08 19:52:58.238 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 18/1000 19:52:58 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:53:18.880 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7055130793402592, center loss: 0.7169821448624134, pair loss: 67.01126277446747
2024-11-08 19:53:43.357 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 19:53:43.358 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 18/1000 19:52:58 bits: 32 dataset: APTV99 Best mAP: 0.9792634684103175, current mAP: 0.9792634684103175
2024-11-08 19:53:43.358 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 19/1000 19:53:43 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:54:04.141 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7049153782427311, center loss: 0.7093662628903985, pair loss: 66.96153378486633
2024-11-08 19:54:04.141 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 20/1000 19:54:04 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:54:24.939 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7046106439083815, center loss: 0.7060046191327274, pair loss: 66.93565851449966
2024-11-08 19:54:24.939 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 21/1000 19:54:24 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:54:45.668 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7040986027568579, center loss: 0.7002172190696001, pair loss: 66.89233005046844
2024-11-08 19:55:10.370 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 19:55:10.370 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 21/1000 19:54:24 bits: 32 dataset: APTV99 Best mAP: 0.9816567127105765, current mAP: 0.9816567127105765
2024-11-08 19:55:10.371 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 22/1000 19:55:10 bits: 32 dataset: APTV99 loss way: Ours training...
2024-11-08 19:55:30.990 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7037485515077909, center loss: 0.697158616501838, pair loss: 66.86179703474045
2024-11-08 19:55:30.990 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 23/1000 19:55:30 bits: 32 dataset: APTV99 loss way: Ours training...
