2024-11-08 18:28:39.753 | INFO     | scripts.train_CUB:train_val:48 - config: {'seed': 60, 'm': 16, 'alpha': 1, 'beta': 1.0, 'beta2': 0.01, 'mome': 0.9, 'epoch_change': 9, 'sigma': 1.0, 'gamma': 20.0, 'lambda': 0.0001, 'mu': 1, 'nu': 1, 'eta': 55, 'dcc_iter': 10, 'optimizer': {'type': <class 'torch.optim.rmsprop.RMSprop'>, 'optim_param': {'lr': 1e-05, 'weight_decay': 1e-05}}, 'resize_size': 256, 'crop_size': 224, 'batch_size': 64, 'net': <class 'model.Net.MoCo'>, 'dataset': 'APTV99', 'without_BN': False, 'epoch': 1000, 'test_map': 3, 'stop_iter': 20, 'device': device(type='cuda'), 'n_gpu': 1, 'bit_list': [16, 32, 64], 'max_norm': 5.0, 'T': 0.001, 'resnet_url': '../../Pretrain/resnet50-19c8e357.pth', 'url': '../../Pretrain/moco_v2_800ep_pretrain.pth', 'txt_path': '../../data/glove/glove.6B.50d.txt', 'label_size': 100, 'update_center': False, 'topk': -1, 'n_class': 99, 'data_path': '../../data/APTV99-publish/', 'data': {'train_set': {'list_path': './data/APTV99/train.txt', 'batch_size': 64}, 'test_set': {'list_path': './data/APTV99/test.txt', 'batch_size': 64}, 'database': {'list_path': './data/APTV99/train.txt', 'batch_size': 64}}, 'order_seed': 80, 'center_path': './centerswithoutVar/CSQ_init_True_99_16.npy', 'CSQ_center': './CSQcenters/CSQ_99_16.npy', 'remarks': 'Ours', 'save_path': './results/APTV99/Ours', 'save_center': './results/APTV99/Ours/ours_16.npy', 'info': '[Ours]', 'loss_way': 'Ours', 'num_train': 6138}
2024-11-08 18:31:33.625 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 6/1000 18:30:48 bits: 16 dataset: APTV99 Best mAP: 0.8974815775944492, current mAP: 0.8974815775944492
2024-11-08 18:31:33.626 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 7/1000 18:31:33 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:31:55.449 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.022683685878291726, center loss: 2.176074178889394, pair loss: 0
2024-11-08 18:31:55.449 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 8/1000 18:31:55 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:32:16.695 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.022260935589050252, center loss: 2.1355755906552076, pair loss: 0
2024-11-08 18:32:16.696 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 9/1000 18:32:16 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:32:37.973 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.021929521424074967, center loss: 2.1038451213389635, pair loss: 0
2024-11-08 18:33:03.310 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:33:03.310 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 9/1000 18:32:16 bits: 16 dataset: APTV99 Best mAP: 0.9441300445886113, current mAP: 0.9441300445886113
2024-11-08 18:33:03.310 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 10/1000 18:33:03 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:33:24.940 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7292047043641409, center loss: 2.1064252108335495, pair loss: 67.89582872390747
2024-11-08 18:33:24.941 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 11/1000 18:33:24 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:33:46.138 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7249041839192311, center loss: 2.066624492406845, pair loss: 67.5229075551033
2024-11-08 18:33:46.138 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 12/1000 18:33:46 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:34:07.356 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7227249300728241, center loss: 2.047493675723672, pair loss: 67.33289229869843
2024-11-08 18:34:32.877 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:34:32.877 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 12/1000 18:33:46 bits: 16 dataset: APTV99 Best mAP: 0.9493670104189735, current mAP: 0.9493670104189735
2024-11-08 18:34:32.877 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 13/1000 18:34:32 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:34:53.967 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7216681806991497, center loss: 2.0365848671644926, pair loss: 67.24239474534988
2024-11-08 18:34:53.967 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 14/1000 18:34:53 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:35:15.077 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7208329755812883, center loss: 2.028324218466878, pair loss: 67.17052489519119
2024-11-08 18:35:15.077 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 15/1000 18:35:15 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:35:36.311 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7201371900737286, center loss: 2.019616799429059, pair loss: 67.11247009038925
2024-11-08 18:36:01.033 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:36:01.033 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 15/1000 18:35:15 bits: 16 dataset: APTV99 Best mAP: 0.9563887585824284, current mAP: 0.9563887585824284
2024-11-08 18:36:01.034 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 16/1000 18:36:01 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:36:22.179 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7195724416524172, center loss: 2.0135129429399967, pair loss: 67.06438446044922
2024-11-08 18:36:22.180 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 17/1000 18:36:22 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:36:43.450 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7188753311832746, center loss: 2.004972519353032, pair loss: 67.00604581832886
2024-11-08 18:36:43.451 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 18/1000 18:36:43 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:37:04.827 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7185170060644547, center loss: 2.001591255888343, pair loss: 66.97504872083664
2024-11-08 18:37:30.236 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:37:30.236 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 18/1000 18:36:43 bits: 16 dataset: APTV99 Best mAP: 0.962120046692228, current mAP: 0.962120046692228
2024-11-08 18:37:30.236 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 19/1000 18:37:30 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:37:52.876 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7181535412867864, center loss: 1.9961004983633757, pair loss: 66.94567477703094
2024-11-08 18:37:52.876 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 20/1000 18:37:52 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:38:15.174 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7178237431993088, center loss: 1.9929317478090525, pair loss: 66.9172010421753
2024-11-08 18:38:15.175 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 21/1000 18:38:15 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:38:36.225 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7175727418313423, center loss: 1.989789456129074, pair loss: 66.89626091718674
2024-11-08 18:39:01.164 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:39:01.165 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 21/1000 18:38:15 bits: 16 dataset: APTV99 Best mAP: 0.9674344444705023, current mAP: 0.9674344444705023
2024-11-08 18:39:01.165 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 22/1000 18:39:01 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:39:22.339 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7172696758061647, center loss: 1.986105540767312, pair loss: 66.87087261676788
2024-11-08 18:39:22.339 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 23/1000 18:39:22 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:39:43.605 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7171896776805321, center loss: 1.9855955690145493, pair loss: 66.86371397972107
2024-11-08 18:39:43.606 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 24/1000 18:39:43 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:40:04.610 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7168583571910858, center loss: 1.9807599000632763, pair loss: 66.8367668390274
2024-11-08 18:40:29.728 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:40:29.728 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 24/1000 18:39:43 bits: 16 dataset: APTV99 Best mAP: 0.967911851151383, current mAP: 0.967911851151383
2024-11-08 18:40:29.728 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 25/1000 18:40:29 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:40:50.793 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7166498632480701, center loss: 1.9788196049630642, pair loss: 66.81870698928833
2024-11-08 18:40:50.793 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 26/1000 18:40:50 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:41:11.799 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7166199920078119, center loss: 1.9780375305563211, pair loss: 66.81662780046463
2024-11-08 18:41:11.799 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 27/1000 18:41:11 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:41:32.792 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7163972028841575, center loss: 1.9757573436945677, pair loss: 66.79753452539444
2024-11-08 18:41:57.495 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:41:57.495 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 27/1000 18:41:11 bits: 16 dataset: APTV99 Best mAP: 0.9719200725984174, current mAP: 0.9719200725984174
2024-11-08 18:41:57.495 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 28/1000 18:41:57 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:42:18.716 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7161996314922968, center loss: 1.9733369182795286, pair loss: 66.78100222349167
2024-11-08 18:42:18.716 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 29/1000 18:42:18 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:42:39.816 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7160647679120302, center loss: 1.9717363025993109, pair loss: 66.7696704864502
2024-11-08 18:42:39.817 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 30/1000 18:42:39 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:43:00.934 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7160406485199928, center loss: 1.9713011290878057, pair loss: 66.76779192686081
2024-11-08 18:43:26.247 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:43:26.248 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 30/1000 18:42:39 bits: 16 dataset: APTV99 Best mAP: 0.973182199690489, current mAP: 0.973182199690489
2024-11-08 18:43:26.248 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 31/1000 18:43:26 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:43:47.557 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7159129374970993, center loss: 1.9696614108979702, pair loss: 66.75718438625336
2024-11-08 18:43:47.557 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 32/1000 18:43:47 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:44:09.378 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7158735251675049, center loss: 1.9695671647787094, pair loss: 66.75349420309067
2024-11-08 18:44:09.378 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 33/1000 18:44:09 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:44:30.928 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7156537491828203, center loss: 1.9665060881525278, pair loss: 66.73547792434692
2024-11-08 18:44:56.531 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:44:56.531 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 33/1000 18:44:09 bits: 16 dataset: APTV99 Best mAP: 0.9749044834976107, current mAP: 0.9749044834976107
2024-11-08 18:44:56.531 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 34/1000 18:44:56 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:45:17.931 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7155764270573854, center loss: 1.9662360846996307, pair loss: 66.72832667827606
2024-11-08 18:45:17.931 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 35/1000 18:45:17 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:45:39.453 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.715551703547438, center loss: 1.9656596630811691, pair loss: 66.72653716802597
2024-11-08 18:45:39.453 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 36/1000 18:45:39 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:46:01.906 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7155006707956394, center loss: 1.964895462617278, pair loss: 66.72241008281708
2024-11-08 18:46:38.461 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:46:38.461 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 36/1000 18:45:39 bits: 16 dataset: APTV99 Best mAP: 0.9767143139862448, current mAP: 0.9767143139862448
2024-11-08 18:46:38.461 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 37/1000 18:46:38 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:47:06.059 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7153892628848553, center loss: 1.9635882619768381, pair loss: 66.71302706003189
2024-11-08 18:47:06.059 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 38/1000 18:47:06 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:47:34.298 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7153539247810841, center loss: 1.9634548891335726, pair loss: 66.70976662635803
2024-11-08 18:47:34.298 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 39/1000 18:47:34 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:48:02.307 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7152815125882626, center loss: 1.9622913766652346, pair loss: 66.7039897441864
2024-11-08 18:48:49.582 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 39/1000 18:47:34 bits: 16 dataset: APTV99 Best mAP: 0.9767143139862448, current mAP: 0.9756802768911299
2024-11-08 18:48:49.583 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 40/1000 18:48:49 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:49:33.639 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.715318293000261, center loss: 1.9626465048640966, pair loss: 66.7071647644043
2024-11-08 18:49:33.639 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 41/1000 18:49:33 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:50:28.127 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7152129113674164, center loss: 1.9616295732557774, pair loss: 66.69807654619217
2024-11-08 18:50:28.127 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 42/1000 18:50:28 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:51:08.589 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7150690468649069, center loss: 1.95983880572021, pair loss: 66.68606674671173
2024-11-08 18:51:47.838 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:51:47.838 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 42/1000 18:50:28 bits: 16 dataset: APTV99 Best mAP: 0.9781668623413454, current mAP: 0.9781668623413454
2024-11-08 18:51:47.839 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 43/1000 18:51:47 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:52:10.364 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7152107767760754, center loss: 1.9617851451039314, pair loss: 66.69771242141724
2024-11-08 18:52:10.364 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 44/1000 18:52:10 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:52:31.382 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7151169199496508, center loss: 1.9601859152317047, pair loss: 66.69031810760498
2024-11-08 18:52:31.382 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 45/1000 18:52:31 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:52:52.314 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7150241217265526, center loss: 1.959372328594327, pair loss: 66.68222880363464
2024-11-08 18:53:16.264 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:53:16.264 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 45/1000 18:52:31 bits: 16 dataset: APTV99 Best mAP: 0.9801666071177116, current mAP: 0.9801666071177116
2024-11-08 18:53:16.264 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 46/1000 18:53:16 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:53:36.738 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7150067407637835, center loss: 1.9593227170407772, pair loss: 66.6806093454361
2024-11-08 18:53:36.738 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 47/1000 18:53:36 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:53:58.037 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7149985544383526, center loss: 1.9589731618762016, pair loss: 66.68017423152924
2024-11-08 18:53:58.038 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 48/1000 18:53:58 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:54:19.895 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.714948924879233, center loss: 1.9584764149039984, pair loss: 66.67591065168381
2024-11-08 18:54:45.189 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:54:45.189 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 48/1000 18:53:58 bits: 16 dataset: APTV99 Best mAP: 0.981234980731142, current mAP: 0.981234980731142
2024-11-08 18:54:45.189 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 49/1000 18:54:45 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:55:06.198 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7150683403015137, center loss: 1.9598087221384048, pair loss: 66.68603265285492
2024-11-08 18:55:06.199 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 50/1000 18:55:06 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:55:26.923 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7149417381733656, center loss: 1.9581006430089474, pair loss: 66.67559903860092
2024-11-08 18:55:26.924 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 51/1000 18:55:26 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:55:48.109 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7148053689549366, center loss: 1.9564501587301493, pair loss: 66.66416990756989
2024-11-08 18:56:12.825 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 51/1000 18:55:26 bits: 16 dataset: APTV99 Best mAP: 0.981234980731142, current mAP: 0.9781614813816336
2024-11-08 18:56:12.825 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 52/1000 18:56:12 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:56:33.639 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7148455772548914, center loss: 1.957482548430562, pair loss: 66.66699236631393
2024-11-08 18:56:33.639 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 53/1000 18:56:33 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:56:54.433 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7148480135947466, center loss: 1.9572154488414526, pair loss: 66.66748976707458
2024-11-08 18:56:54.434 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 54/1000 18:56:54 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:57:15.213 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.714824544886748, center loss: 1.9566050916910172, pair loss: 66.66585689783096
2024-11-08 18:57:39.816 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 54/1000 18:56:54 bits: 16 dataset: APTV99 Best mAP: 0.981234980731142, current mAP: 0.9771690879629839
2024-11-08 18:57:39.816 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 55/1000 18:57:39 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:58:00.769 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7149420628945032, center loss: 1.9578066300600767, pair loss: 66.67593157291412
2024-11-08 18:58:00.769 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 56/1000 18:58:00 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:58:21.455 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7149875449637572, center loss: 1.9573067538440228, pair loss: 66.68079298734665
2024-11-08 18:58:21.455 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 57/1000 18:58:21 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:58:42.174 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7148224767297506, center loss: 1.9565543103963137, pair loss: 66.6657087802887
2024-11-08 18:59:06.831 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
2024-11-08 18:59:06.831 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 57/1000 18:58:21 bits: 16 dataset: APTV99 Best mAP: 0.9812595244778421, current mAP: 0.9812595244778421
2024-11-08 18:59:06.831 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 58/1000 18:59:06 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:59:27.259 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7147908844053745, center loss: 1.9567300397902727, pair loss: 66.662502348423
2024-11-08 18:59:27.259 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 59/1000 18:59:27 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 18:59:47.627 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7147564540306727, center loss: 1.955874616280198, pair loss: 66.66005545854568
2024-11-08 18:59:47.628 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 60/1000 18:59:47 bits: 16 dataset: APTV99 loss way: Ours training...
2024-11-08 19:00:08.014 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7147658318281174, center loss: 1.9559359457343817, pair loss: 66.66089421510696
2024-11-08 19:00:32.211 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/APTV99/Ours
